ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_ESTAT_HES
1663,16,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-14 09:02:57,MGZ01/SURT/00011,MGZ01/Stock,Customers,67,,67,142,OP_INTERMITJA,Hecho
1664,17,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-14 09:05:46,MGZ01/SURT/00012,MGZ01/Stock,Customers,74,,74,68,OP_INTERMITJA,Hecho
1665,18,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-14 09:08:01,MGZ01/SURT/00013,MGZ01/Stock,Customers,68,,68,0,OP_INTERMITJA,Hecho
1666,19,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-21 08:31:39,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,231,231,,231,OP_INTERMITJA,Hecho
1667,20,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-21 08:35:15,MGZ01/SURT/00014,MGZ01/Stock,Customers,83,,83,148,OP_INTERMITJA,Hecho
1668,21,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-21 08:39:14,MGZ01/SURT/00015,MGZ01/Stock,Customers,74,,74,74,OP_INTERMITJA,Hecho
1669,22,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-21 08:43:19,MGZ01/SURT/00016,MGZ01/Stock,Customers,74,,74,0,OP_INTERMITJA,Hecho
1670,23,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-26 10:02:32,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,221,221,,221,OP_INTERMITJA,Hecho
1671,24,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-26 10:08:57,MGZ01/SURT/00019,MGZ01/Stock,Customers,64,,64,157,OP_INTERMITJA,Hecho
1672,25,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-26 10:09:09,MGZ01/SURT/00018,MGZ01/Stock,Customers,70,,70,87,OP_INTERMITJA,Hecho
1673,26,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-11-26 10:09:18,MGZ01/SURT/00017,MGZ01/Stock,Customers,87,,87,0,OP_INTERMITJA,Hecho
1674,27,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-12-04 08:37:26,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,208,208,,208,OP_INTERMITJA,Hecho
1675,28,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-12-04 08:51:59,MGZ01/SURT/00021,MGZ01/Stock,Customers,70,,70,138,OP_INTERMITJA,Hecho
1676,29,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-12-04 08:52:06,MGZ01/SURT/00020,MGZ01/Stock,Customers,64,,64,74,OP_INTERMITJA,Hecho
1677,30,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-12-04 08:54:24,MGZ01/SURT/00022,MGZ01/Stock,Customers,74,,74,0,OP_INTERMITJA,Hecho
1678,31,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-12-11 21:22:30,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,206,206,,206,OP_INTERMITJA,Hecho
1679,32,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-12-11 21:26:05,MGZ01/SURT/00023,MGZ01/Stock,Customers,74,,74,132,OP_INTERMITJA,Hecho
1680,33,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-12-11 21:29:03,MGZ01/SURT/00024,MGZ01/Stock,Customers,57,,57,75,OP_INTERMITJA,Hecho
1681,34,6467,ADG32 6467 WCHANTAH SL,_PR0004_,2025-12-11 21:32:21,MGZ01/SURT/00025,MGZ01/Stock,Customers,74,,74,1,OP_FINAL,Hecho
1682,1,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-10-17 09:45:58,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,37,37,,37,OP_INICIAL,Hecho
1683,2,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,37,,37,0,OP_INTERMITJA,Hecho
1684,3,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-10-22 12:16:03,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,139,139,,139,OP_INTERMITJA,Hecho
1685,4,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-10-22 12:23:38,MGZ01/SURT/00002,MGZ01/Stock,Customers,46,,46,93,OP_INTERMITJA,Hecho
1686,5,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-10-23 08:28:19,MGZ01/SURT/00003,MGZ01/Stock,Customers,37,,37,56,OP_INTERMITJA,Hecho
1687,6,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-10-23 08:30:42,MGZ01/SURT/00004,MGZ01/Stock,Customers,56,,56,0,OP_INTERMITJA,Hecho
1688,7,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-10-29 09:30:45,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,157,157,,157,OP_INTERMITJA,Hecho
1689,8,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-10-29 09:33:18,MGZ01/SURT/00005,MGZ01/Stock,Customers,50,,50,107,OP_INTERMITJA,Hecho
1690,9,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-10-29 09:38:13,MGZ01/SURT/00006,MGZ01/Stock,Customers,75,,75,32,OP_INTERMITJA,Hecho
1691,10,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-10-29 09:41:31,MGZ01/SURT/00007,MGZ01/Stock,Customers,32,,32,0,OP_INTERMITJA,Hecho
1692,11,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-05 09:20:05,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,139,139,,139,OP_INTERMITJA,Hecho
1693,12,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-05 09:22:06,MGZ01/SURT/00008,MGZ01/Stock,Customers,38,,38,101,OP_INTERMITJA,Hecho
1694,13,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-05 09:24:35,MGZ01/SURT/00009,MGZ01/Stock,Customers,47,,47,54,OP_INTERMITJA,Hecho
1695,14,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-05 09:27:24,MGZ01/SURT/00010,MGZ01/Stock,Customers,54,,54,0,OP_INTERMITJA,Hecho
1696,15,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-12 09:28:14,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,131,131,,131,OP_INTERMITJA,Hecho
1697,16,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-12 09:30:41,MGZ01/SURT/00011,MGZ01/Stock,Customers,41,,41,90,OP_INTERMITJA,Hecho
1698,17,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-12 09:36:34,MGZ01/SURT/00012,MGZ01/Stock,Customers,40,,40,50,OP_INTERMITJA,Hecho
1699,18,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-12 09:39:37,MGZ01/SURT/00013,MGZ01/Stock,Customers,50,,50,0,OP_INTERMITJA,Hecho
1700,19,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-19 09:40:58,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,155,155,,155,OP_INTERMITJA,Hecho
1701,20,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-19 09:52:42,MGZ01/SURT/00014,MGZ01/Stock,Customers,53,,53,102,OP_INTERMITJA,Hecho
1702,21,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-19 09:55:29,MGZ01/SURT/00015,MGZ01/Stock,Customers,52,,52,50,OP_INTERMITJA,Hecho
1703,22,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-19 10:00:12,MGZ01/SURT/00016,MGZ01/Stock,Customers,50,,50,0,OP_INTERMITJA,Hecho
1704,23,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-26 09:43:00,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,150,150,,150,OP_INTERMITJA,Hecho
1705,24,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-26 09:45:39,MGZ01/SURT/00017,MGZ01/Stock,Customers,48,,48,102,OP_INTERMITJA,Hecho
1706,25,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-26 09:50:02,MGZ01/SURT/00018,MGZ01/Stock,Customers,53,,53,49,OP_INTERMITJA,Hecho
1707,26,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-11-26 09:52:30,MGZ01/SURT/00019,MGZ01/Stock,Customers,49,,49,0,OP_INTERMITJA,Hecho
1708,27,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-12-03 09:47:45,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,149,149,,149,OP_INTERMITJA,Hecho
1709,28,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-12-03 09:49:48,MGZ01/SURT/00021,MGZ01/Stock,Customers,40,,40,109,OP_INTERMITJA,Hecho
1710,29,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-12-03 09:52:53,MGZ01/SURT/00020,MGZ01/Stock,Customers,63,,63,46,OP_INTERMITJA,Hecho
1711,30,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-12-03 09:53:22,MGZ01/SURT/00022,MGZ01/Stock,Customers,46,,46,0,OP_INTERMITJA,Hecho
1712,31,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-12-10 09:06:04,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,161,161,,161,OP_INTERMITJA,Hecho
1713,32,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-12-10 09:08:52,MGZ01/SURT/00025,MGZ01/Stock,Customers,39,,39,122,OP_INTERMITJA,Hecho
1714,33,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-12-10 09:10:12,MGZ01/SURT/00024,MGZ01/Stock,Customers,60,,60,62,OP_INTERMITJA,Hecho
1715,34,6702,ADG32 6702 NFORNES SL,_BOT-004_,2025-12-10 09:11:30,MGZ01/SURT/00023,MGZ01/Stock,Customers,62,,62,0,OP_FINAL,Hecho
1716,1,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-10-17 09:41:06,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,37,37,,37,OP_INICIAL,Hecho
1717,2,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,37,,37,0,OP_INTERMITJA,Hecho
1718,3,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-10-22 12:18:18,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,156,156,,156,OP_INTERMITJA,Hecho
1719,4,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-10-22 12:23:38,MGZ01/SURT/00002,MGZ01/Stock,Customers,46,,46,110,OP_INTERMITJA,Hecho
1720,5,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-10-23 08:28:19,MGZ01/SURT/00003,MGZ01/Stock,Customers,48,,48,62,OP_INTERMITJA,Hecho
1721,6,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-10-23 08:30:42,MGZ01/SURT/00004,MGZ01/Stock,Customers,62,,62,0,OP_INTERMITJA,Hecho
1722,7,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-10-29 09:27:45,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,161,161,,161,OP_INTERMITJA,Hecho
1723,8,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-10-29 09:33:18,MGZ01/SURT/00005,MGZ01/Stock,Customers,45,,45,116,OP_INTERMITJA,Hecho
1724,9,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-10-29 09:38:13,MGZ01/SURT/00006,MGZ01/Stock,Customers,59,,59,57,OP_INTERMITJA,Hecho
1725,10,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-10-29 09:41:31,MGZ01/SURT/00007,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,Hecho
1726,11,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-05 09:18:36,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,149,149,,149,OP_INTERMITJA,Hecho
1727,12,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-05 09:22:06,MGZ01/SURT/00008,MGZ01/Stock,Customers,44,,44,105,OP_INTERMITJA,Hecho
1728,13,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-05 09:24:35,MGZ01/SURT/00009,MGZ01/Stock,Customers,48,,48,57,OP_INTERMITJA,Hecho
1729,14,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-05 09:27:24,MGZ01/SURT/00010,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,Hecho
1730,15,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-12 09:26:03,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,139,139,,139,OP_INTERMITJA,Hecho
1731,16,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-12 09:30:41,MGZ01/SURT/00011,MGZ01/Stock,Customers,50,,50,89,OP_INTERMITJA,Hecho
1732,17,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-12 09:36:34,MGZ01/SURT/00012,MGZ01/Stock,Customers,43,,43,46,OP_INTERMITJA,Hecho
1733,18,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-12 09:39:37,MGZ01/SURT/00013,MGZ01/Stock,Customers,46,,46,0,OP_INTERMITJA,Hecho
1734,19,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-19 09:42:27,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,151,151,,151,OP_INTERMITJA,Hecho
1735,20,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-19 09:52:42,MGZ01/SURT/00014,MGZ01/Stock,Customers,45,,45,106,OP_INTERMITJA,Hecho
1736,21,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-19 09:55:29,MGZ01/SURT/00015,MGZ01/Stock,Customers,68,,68,38,OP_INTERMITJA,Hecho
1737,22,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-19 10:00:12,MGZ01/SURT/00016,MGZ01/Stock,Customers,38,,38,0,OP_INTERMITJA,Hecho
1738,23,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-26 09:44:45,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,138,138,,138,OP_INTERMITJA,Hecho
1739,24,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-26 09:45:39,MGZ01/SURT/00017,MGZ01/Stock,Customers,53,,53,85,OP_INTERMITJA,Hecho
1740,25,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-26 09:50:02,MGZ01/SURT/00018,MGZ01/Stock,Customers,37,,37,48,OP_INTERMITJA,Hecho
1741,26,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-11-26 09:52:30,MGZ01/SURT/00019,MGZ01/Stock,Customers,48,,48,0,OP_INTERMITJA,Hecho
1742,27,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-12-03 09:48:40,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,162,162,,162,OP_INTERMITJA,Hecho
1743,28,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-12-03 09:49:48,MGZ01/SURT/00021,MGZ01/Stock,Customers,51,,51,111,OP_INTERMITJA,Hecho
1744,29,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-12-03 09:52:53,MGZ01/SURT/00020,MGZ01/Stock,Customers,52,,52,59,OP_INTERMITJA,Hecho
1745,30,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-12-03 09:53:22,MGZ01/SURT/00022,MGZ01/Stock,Customers,59,,59,0,OP_INTERMITJA,Hecho
1746,31,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-12-10 09:07:27,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,151,151,,151,OP_INTERMITJA,Hecho
1747,32,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-12-10 09:08:52,MGZ01/SURT/00025,MGZ01/Stock,Customers,34,,34,117,OP_INTERMITJA,Hecho
1748,33,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-12-10 09:10:12,MGZ01/SURT/00024,MGZ01/Stock,Customers,52,,52,65,OP_INTERMITJA,Hecho
1749,34,6702,ADG32 6702 NFORNES SL,_CSC-001_,2025-12-10 09:11:30,MGZ01/SURT/00023,MGZ01/Stock,Customers,65,,65,0,OP_FINAL,Hecho
1750,1,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-10-17 09:41:06,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,43,43,,43,OP_INICIAL,Hecho
1751,2,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,43,,43,0,OP_INTERMITJA,Hecho
1752,3,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-10-22 12:18:18,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,140,140,,140,OP_INTERMITJA,Hecho
1753,4,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-10-22 12:23:38,MGZ01/SURT/00002,MGZ01/Stock,Customers,60,,60,80,OP_INTERMITJA,Hecho
1754,5,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-10-23 08:28:19,MGZ01/SURT/00003,MGZ01/Stock,Customers,39,,39,41,OP_INTERMITJA,Hecho
1755,6,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-10-23 08:30:42,MGZ01/SURT/00004,MGZ01/Stock,Customers,41,,41,0,OP_INTERMITJA,Hecho
1756,7,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-10-29 09:27:45,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,144,144,,144,OP_INTERMITJA,Hecho
1757,8,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-10-29 09:33:18,MGZ01/SURT/00005,MGZ01/Stock,Customers,40,,40,104,OP_INTERMITJA,Hecho
1758,9,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-10-29 09:38:13,MGZ01/SURT/00006,MGZ01/Stock,Customers,53,,53,51,OP_INTERMITJA,Hecho
1759,10,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-10-29 09:41:31,MGZ01/SURT/00007,MGZ01/Stock,Customers,51,,51,0,OP_INTERMITJA,Hecho
1760,11,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-05 09:18:36,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,130,130,,130,OP_INTERMITJA,Hecho
1761,12,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-05 09:22:06,MGZ01/SURT/00008,MGZ01/Stock,Customers,48,,48,82,OP_INTERMITJA,Hecho
1762,13,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-05 09:24:35,MGZ01/SURT/00009,MGZ01/Stock,Customers,34,,34,48,OP_INTERMITJA,Hecho
1763,14,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-05 09:27:24,MGZ01/SURT/00010,MGZ01/Stock,Customers,48,,48,0,OP_INTERMITJA,Hecho
1764,15,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-12 09:26:03,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,163,163,,163,OP_INTERMITJA,Hecho
1765,16,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-12 09:30:41,MGZ01/SURT/00011,MGZ01/Stock,Customers,59,,59,104,OP_INTERMITJA,Hecho
1766,17,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-12 09:36:34,MGZ01/SURT/00012,MGZ01/Stock,Customers,49,,49,55,OP_INTERMITJA,Hecho
1767,18,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-12 09:39:37,MGZ01/SURT/00013,MGZ01/Stock,Customers,55,,55,0,OP_INTERMITJA,Hecho
1768,19,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-19 09:42:27,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,158,158,,158,OP_INTERMITJA,Hecho
1769,20,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-19 09:52:42,MGZ01/SURT/00014,MGZ01/Stock,Customers,52,,52,106,OP_INTERMITJA,Hecho
1770,21,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-19 09:55:29,MGZ01/SURT/00015,MGZ01/Stock,Customers,62,,62,44,OP_INTERMITJA,Hecho
1771,22,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-19 10:00:12,MGZ01/SURT/00016,MGZ01/Stock,Customers,44,,44,0,OP_INTERMITJA,Hecho
1772,23,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-26 09:44:45,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,150,150,,150,OP_INTERMITJA,Hecho
1773,24,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-26 09:45:39,MGZ01/SURT/00017,MGZ01/Stock,Customers,46,,46,104,OP_INTERMITJA,Hecho
1774,25,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-26 09:50:02,MGZ01/SURT/00018,MGZ01/Stock,Customers,58,,58,46,OP_INTERMITJA,Hecho
1775,26,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-11-26 09:52:30,MGZ01/SURT/00019,MGZ01/Stock,Customers,46,,46,0,OP_INTERMITJA,Hecho
1776,27,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-12-03 09:48:40,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,148,148,,148,OP_INTERMITJA,Hecho
1777,28,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-12-03 09:49:48,MGZ01/SURT/00021,MGZ01/Stock,Customers,43,,43,105,OP_INTERMITJA,Hecho
1778,29,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-12-03 09:52:53,MGZ01/SURT/00020,MGZ01/Stock,Customers,51,,51,54,OP_INTERMITJA,Hecho
1779,30,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-12-03 09:53:22,MGZ01/SURT/00022,MGZ01/Stock,Customers,54,,54,0,OP_INTERMITJA,Hecho
1780,31,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-12-10 09:07:27,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,146,146,,146,OP_INTERMITJA,Hecho
1781,32,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-12-10 09:08:52,MGZ01/SURT/00025,MGZ01/Stock,Customers,46,,46,100,OP_INTERMITJA,Hecho
1782,33,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-12-10 09:10:12,MGZ01/SURT/00024,MGZ01/Stock,Customers,47,,47,53,OP_INTERMITJA,Hecho
1783,34,6702,ADG32 6702 NFORNES SL,_GNT-002_,2025-12-10 09:11:30,MGZ01/SURT/00023,MGZ01/Stock,Customers,53,,53,0,OP_FINAL,Hecho
1784,1,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-10-17 09:45:58,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,45,45,,45,OP_INICIAL,Hecho
1785,2,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,45,,45,0,OP_INTERMITJA,Hecho
1786,3,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-10-22 12:16:03,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,164,164,,164,OP_INTERMITJA,Hecho
1787,4,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-10-22 12:23:38,MGZ01/SURT/00002,MGZ01/Stock,Customers,51,,51,113,OP_INTERMITJA,Hecho
1788,5,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-10-23 08:28:19,MGZ01/SURT/00003,MGZ01/Stock,Customers,54,,54,59,OP_INTERMITJA,Hecho
1789,6,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-10-23 08:30:42,MGZ01/SURT/00004,MGZ01/Stock,Customers,59,,59,0,OP_INTERMITJA,Hecho
1790,7,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-10-29 09:30:45,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,124,124,,124,OP_INTERMITJA,Hecho
1791,8,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-10-29 09:33:18,MGZ01/SURT/00005,MGZ01/Stock,Customers,45,,45,79,OP_INTERMITJA,Hecho
1792,9,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-10-29 09:38:13,MGZ01/SURT/00006,MGZ01/Stock,Customers,43,,43,36,OP_INTERMITJA,Hecho
1793,10,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-10-29 09:41:31,MGZ01/SURT/00007,MGZ01/Stock,Customers,36,,36,0,OP_INTERMITJA,Hecho
1794,11,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-05 09:20:05,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,131,131,,131,OP_INTERMITJA,Hecho
1795,12,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-05 09:22:06,MGZ01/SURT/00008,MGZ01/Stock,Customers,47,,47,84,OP_INTERMITJA,Hecho
1796,13,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-05 09:24:35,MGZ01/SURT/00009,MGZ01/Stock,Customers,41,,41,43,OP_INTERMITJA,Hecho
1797,14,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-05 09:27:24,MGZ01/SURT/00010,MGZ01/Stock,Customers,43,,43,0,OP_INTERMITJA,Hecho
1798,15,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-12 09:28:14,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,154,154,,154,OP_INTERMITJA,Hecho
1799,16,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-12 09:30:41,MGZ01/SURT/00011,MGZ01/Stock,Customers,61,,61,93,OP_INTERMITJA,Hecho
1800,17,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-12 09:36:34,MGZ01/SURT/00012,MGZ01/Stock,Customers,35,,35,58,OP_INTERMITJA,Hecho
1801,18,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-12 09:39:37,MGZ01/SURT/00013,MGZ01/Stock,Customers,58,,58,0,OP_INTERMITJA,Hecho
1802,19,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-19 09:40:58,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,149,149,,149,OP_INTERMITJA,Hecho
1803,20,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-19 09:52:42,MGZ01/SURT/00014,MGZ01/Stock,Customers,55,,55,94,OP_INTERMITJA,Hecho
1804,21,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-19 09:55:29,MGZ01/SURT/00015,MGZ01/Stock,Customers,59,,59,35,OP_INTERMITJA,Hecho
1805,22,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-19 10:00:12,MGZ01/SURT/00016,MGZ01/Stock,Customers,35,,35,0,OP_INTERMITJA,Hecho
1806,23,6702,ADG32 6702 NFORNES SL,_ULL-003_,2025-11-26 09:43:00,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,147,147,,147,OP_INTERMITJA,Hecho
