A_CLAU_UNICA_HES,ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_ESTAT_HES
6427_TIR-250-00250P_,1410,145,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-18 08:26:24,MGZ01/SURT/00027,MGZ01/Stock,Customers,56,,56,64,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1411,150,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-18 08:29:26,MGZ01/SURT/00028,MGZ01/Stock,Customers,64,,64,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1412,155,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-29 16:49:16,MGZ01/ENTRA/00022,Vendors,MGZ01/Stock,8,8,,8,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1413,157,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-30 01:11:55,MGZ01/SURT/00033,MGZ01/Stock,Vendors,8,,8,0,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1414,160,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-30 01:14:47,MGZ01/ENTRA/00025,Vendors,MGZ01/Stock,11,11,,11,OP_INTERMITJA,Hecho
6427_TIR-250-00250P_,1415,163,6427,ADG32 6427 NANANOU SL,_TIR-250-00250P_,2025-12-30 14:00:18,MGZ01/SURT/00037,MGZ01/Stock,Customers,11,,11,0,OP_FINAL,Hecho
6427_TJR-02-050E_,1416,4,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-10-17 09:46:27,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,47,47,,47,OP_INICIAL,Hecho
6427_TJR-02-050E_,1417,8,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-10-17 10:22:05,MGZ01/SURT/00001,MGZ01/Stock,Customers,47,,47,0,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1418,12,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-10-23 08:57:12,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,185,185,,185,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1419,15,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-10-23 09:02:30,MGZ01/SURT/00002,MGZ01/Stock,Customers,62,,62,123,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1420,18,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-10-23 11:07:14,MGZ01/SURT/00003,MGZ01/Stock,Customers,64,,64,59,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1421,24,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-10-23 11:09:54,MGZ01/SURT/00004,MGZ01/Stock,Customers,59,,59,0,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1422,28,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-10-29 09:46:40,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,161,161,,161,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1423,31,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-10-29 10:16:00,MGZ01/SURT/00005,MGZ01/Stock,Customers,56,,56,105,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1424,34,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-10-29 10:18:31,MGZ01/SURT/00006,MGZ01/Stock,Customers,53,,53,52,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1425,37,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-10-29 10:22:05,MGZ01/SURT/00007,MGZ01/Stock,Customers,52,,52,0,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1426,42,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-05 09:29:42,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,191,191,,191,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1427,47,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-05 09:33:41,MGZ01/SURT/00008,MGZ01/Stock,Customers,53,,53,138,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1428,50,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-05 09:37:16,MGZ01/SURT/00009,MGZ01/Stock,Customers,62,,62,76,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1429,54,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-05 09:39:52,MGZ01/SURT/00010,MGZ01/Stock,Customers,76,,76,0,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1430,58,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-12 09:28:30,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,178,178,,178,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1431,61,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-12 09:36:09,MGZ01/SURT/00011,MGZ01/Stock,Customers,51,,51,127,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1432,65,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-12 09:38:57,MGZ01/SURT/00012,MGZ01/Stock,Customers,68,,68,59,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1433,72,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-12 09:43:28,MGZ01/SURT/00013,MGZ01/Stock,Customers,59,,59,0,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1434,74,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-21 09:15:38,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,169,169,,169,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1435,77,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-21 09:32:15,MGZ01/SURT/00014,MGZ01/Stock,Customers,54,,54,115,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1436,84,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-21 09:35:28,MGZ01/SURT/00015,MGZ01/Stock,Customers,66,,66,49,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1437,85,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-21 09:39:17,MGZ01/SURT/00016,MGZ01/Stock,Customers,49,,49,0,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1438,90,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-26 09:32:52,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,185,185,,185,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1439,93,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-26 09:36:00,MGZ01/SURT/00017,MGZ01/Stock,Customers,73,,73,112,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1440,98,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-26 09:38:25,MGZ01/SURT/00018,MGZ01/Stock,Customers,56,,56,56,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1441,102,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-11-26 09:41:59,MGZ01/SURT/00019,MGZ01/Stock,Customers,56,,56,0,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1442,106,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-03 09:29:28,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,171,171,,171,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1443,110,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-03 09:35:54,MGZ01/SURT/00020,MGZ01/Stock,Customers,47,,47,124,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1444,113,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-03 09:37:37,MGZ01/SURT/00021,MGZ01/Stock,Customers,66,,66,58,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1445,120,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-03 09:38:52,MGZ01/SURT/00022,MGZ01/Stock,Customers,58,,58,0,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1446,121,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-10 09:16:54,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,188,188,,188,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1447,126,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-10 09:20:43,MGZ01/SURT/00023,MGZ01/Stock,Customers,60,,60,128,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1448,130,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-10 09:22:39,MGZ01/SURT/00024,MGZ01/Stock,Customers,77,,77,51,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1449,135,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-10 09:24:15,MGZ01/SURT/00025,MGZ01/Stock,Customers,51,,51,0,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1450,137,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-17 18:05:40,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,182,182,,182,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1451,141,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-18 08:23:42,MGZ01/SURT/00026,MGZ01/Stock,Customers,52,,52,130,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1452,148,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-18 08:26:24,MGZ01/SURT/00027,MGZ01/Stock,Customers,59,,59,71,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1453,151,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-18 08:29:26,MGZ01/SURT/00028,MGZ01/Stock,Customers,71,,71,0,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1454,154,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-29 16:47:12,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,7,7,,7,OP_INTERMITJA,Hecho
6427_TJR-02-050E_,1455,164,6427,ADG32 6427 NANANOU SL,_TJR-02-050E_,2025-12-30 14:00:18,MGZ01/SURT/00037,MGZ01/Stock,Customers,7,,7,0,OP_FINAL,Hecho
6428_AC002_,1456,3,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-23 11:39:27,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,166.00,166.00,,#VALUE!,OP_INICIAL,Hecho
6428_AC002_,1457,5,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-24 09:46:06,MGZ01/SURT/00001,MGZ01/Stock,Vendors,166.00,,166.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1458,11,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-24 10:21:18,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,166.00,166.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1459,14,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-24 10:37:25,MGZ01/SURT/00003,MGZ01/Stock,Customers,34.00,,34.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1460,17,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-24 10:37:56,MGZ01/SURT/00004,MGZ01/Stock,Customers,52.00,,52.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1461,23,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-24 10:38:13,MGZ01/SURT/00005,MGZ01/Stock,Customers,48.00,,48.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1462,26,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-24 10:39:45,MGZ01/SURT/00006,MGZ01/Stock,Customers,32.00,,32.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1463,29,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-29 09:34:05,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,110.00,110.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1464,36,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-29 09:42:31,MGZ01/SURT/00007,MGZ01/Stock,Customers,37.00,,37.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1465,38,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-29 09:45:30,MGZ01/SURT/00008,MGZ01/Stock,Customers,35.00,,35.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1466,41,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-10-29 09:47:24,MGZ01/SURT/00009,MGZ01/Stock,Customers,38.00,,38.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1467,45,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-05 09:21:49,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,107.00,107.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1468,50,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-05 09:25:29,MGZ01/SURT/00010,MGZ01/Stock,Customers,40.00,,40.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1469,55,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-05 09:28:36,MGZ01/SURT/00011,MGZ01/Stock,Customers,34.00,,34.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1470,58,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-05 09:29:49,MGZ01/SURT/00012,MGZ01/Stock,Customers,33.00,,33.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1471,63,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-12 09:39:25,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,120.00,120.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1472,65,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-12 09:42:16,MGZ01/SURT/00013,MGZ01/Stock,Customers,44.00,,44.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1473,70,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-12 09:43:21,MGZ01/SURT/00014,MGZ01/Stock,Customers,43.00,,43.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1474,76,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-12 09:44:34,MGZ01/SURT/00015,MGZ01/Stock,Customers,33.00,,33.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1475,79,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-19 09:15:19,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,126.00,126.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1476,83,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-19 09:19:35,MGZ01/SURT/00016,MGZ01/Stock,Customers,53.00,,53.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1477,86,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-19 09:23:44,MGZ01/SURT/00017,MGZ01/Stock,Customers,46.00,,46.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1478,91,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-19 09:26:14,MGZ01/SURT/00018,MGZ01/Stock,Customers,27.00,,27.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1479,93,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-26 10:08:35,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,104.00,104.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1480,99,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-26 10:13:53,MGZ01/SURT/00019,MGZ01/Stock,Customers,23.00,,23.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1481,103,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-26 10:16:16,MGZ01/SURT/00020,MGZ01/Stock,Customers,40.00,,40.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1482,108,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-11-26 10:17:32,MGZ01/SURT/00021,MGZ01/Stock,Customers,41.00,,41.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1483,111,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-03 09:17:56,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,111.00,111.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1484,116,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-03 09:21:39,MGZ01/SURT/00022,MGZ01/Stock,Customers,36.00,,36.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1485,119,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-03 09:24:35,MGZ01/SURT/00023,MGZ01/Stock,Customers,35.00,,35.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1486,123,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-03 09:27:49,MGZ01/SURT/00024,MGZ01/Stock,Customers,40.00,,40.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1487,127,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-10 10:32:07,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,125.00,125.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1488,131,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-10 10:34:12,MGZ01/SURT/00025,MGZ01/Stock,Customers,51.00,,51.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1489,134,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-10 10:37:08,MGZ01/SURT/00026,MGZ01/Stock,Customers,36.00,,36.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1490,137,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-10 10:38:46,MGZ01/SURT/00027,MGZ01/Stock,Customers,38.00,,38.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1491,143,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-18 10:31:25,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,104.00,104.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1492,148,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-18 10:34:19,MGZ01/SURT/00028,MGZ01/Stock,Customers,30.00,,30.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1493,151,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-18 10:35:57,MGZ01/SURT/00029,MGZ01/Stock,Customers,33.00,,33.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1494,154,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-18 10:37:32,MGZ01/SURT/00030,MGZ01/Stock,Customers,41.00,,41.00,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1495,159,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-30 13:00:08,MGZ01/ENTRA/00022,Vendors,MGZ01/Stock,4.00,4.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_AC002_,1496,161,6428,ADG32 6428 ABOUBAL SL,_AC002_,2025-12-30 13:03:12,MGZ01/SURT/00031,MGZ01/Stock,Customers,4.00,,4.00,#VALUE!,OP_FINAL,Hecho
6428_NB004_,1497,2,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-23 11:37:55,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,142.00,142.00,,#VALUE!,OP_INICIAL,Hecho
6428_NB004_,1498,8,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-24 09:47:49,MGZ01/SURT/00002,MGZ01/Stock,Vendors,142.00,,142.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1499,10,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-24 10:16:55,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,142.00,142.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1500,16,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-24 10:37:25,MGZ01/SURT/00003,MGZ01/Stock,Customers,32.00,,32.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1501,20,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-24 10:37:56,MGZ01/SURT/00004,MGZ01/Stock,Customers,43.00,,43.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1502,24,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-24 10:38:13,MGZ01/SURT/00005,MGZ01/Stock,Customers,36.00,,36.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1503,27,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-24 10:39:45,MGZ01/SURT/00006,MGZ01/Stock,Customers,31.00,,31.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1504,32,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-29 09:36:07,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,109.00,109.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1505,33,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-29 09:42:31,MGZ01/SURT/00007,MGZ01/Stock,Customers,32.00,,32.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1506,37,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-29 09:45:30,MGZ01/SURT/00008,MGZ01/Stock,Customers,25.00,,25.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1507,43,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-10-29 09:47:24,MGZ01/SURT/00009,MGZ01/Stock,Customers,52.00,,52.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1508,48,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-05 09:23:45,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,121.00,121.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1509,49,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-05 09:25:29,MGZ01/SURT/00010,MGZ01/Stock,Customers,43.00,,43.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1510,54,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-05 09:28:36,MGZ01/SURT/00011,MGZ01/Stock,Customers,35.00,,35.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1511,57,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-05 09:29:49,MGZ01/SURT/00012,MGZ01/Stock,Customers,43.00,,43.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1512,62,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-12 09:38:07,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,110.00,110.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1513,66,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-12 09:42:16,MGZ01/SURT/00013,MGZ01/Stock,Customers,45.00,,45.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1514,72,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-12 09:43:21,MGZ01/SURT/00014,MGZ01/Stock,Customers,26.00,,26.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1515,75,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-12 09:44:34,MGZ01/SURT/00015,MGZ01/Stock,Customers,39.00,,39.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1516,78,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-19 09:14:19,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,130.00,130.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1517,81,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-19 09:19:35,MGZ01/SURT/00016,MGZ01/Stock,Customers,43.00,,43.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1518,85,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-19 09:23:44,MGZ01/SURT/00017,MGZ01/Stock,Customers,47.00,,47.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1519,90,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-19 09:26:14,MGZ01/SURT/00018,MGZ01/Stock,Customers,40.00,,40.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1520,96,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-26 10:11:29,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,125.00,125.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1521,97,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-26 10:13:53,MGZ01/SURT/00019,MGZ01/Stock,Customers,40.00,,40.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1522,102,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-26 10:16:16,MGZ01/SURT/00020,MGZ01/Stock,Customers,43.00,,43.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1523,105,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-11-26 10:17:32,MGZ01/SURT/00021,MGZ01/Stock,Customers,42.00,,42.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1524,110,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-12-03 09:16:21,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,114.00,114.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1525,115,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-12-03 09:21:39,MGZ01/SURT/00022,MGZ01/Stock,Customers,29.00,,29.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1526,117,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-12-03 09:24:35,MGZ01/SURT/00023,MGZ01/Stock,Customers,51.00,,51.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1527,124,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-12-03 09:27:49,MGZ01/SURT/00024,MGZ01/Stock,Customers,34.00,,34.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1528,126,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-12-10 10:31:06,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,100.00,100.00,,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1529,132,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-12-10 10:34:12,MGZ01/SURT/00025,MGZ01/Stock,Customers,27.00,,27.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1530,135,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-12-10 10:37:08,MGZ01/SURT/00026,MGZ01/Stock,Customers,41.00,,41.00,#VALUE!,OP_INTERMITJA,Hecho
6428_NB004_,1531,138,6428,ADG32 6428 ABOUBAL SL,_NB004_,2025-12-10 10:38:46,MGZ01/SURT/00027,MGZ01/Stock,Customers,32.00,,32.00,#VALUE!,OP_INTERMITJA,Hecho
